Vin, Iin, Vout, Iout, Pin, Pout, Efficiency
50.05900, 0.00837, 4.23400, 0.07391, 0.41248, 0.31290, 0.75858
50.05800, 0.00914, 4.23200, 0.08277, 0.45015, 0.35020, 0.77796
50.05800, 0.01019, 4.22800, 0.09491, 0.50182, 0.40130, 0.79969
50.05700, 0.01143, 4.22500, 0.10917, 0.56247, 0.46120, 0.81995
50.05600, 0.01313, 4.21900, 0.12878, 0.64600, 0.54340, 0.84118
50.05500, 0.01546, 4.21200, 0.15559, 0.76000, 0.65540, 0.86237
50.05300, 0.01888, 4.20200, 0.19489, 0.92730, 0.81900, 0.88321
50.04900, 0.02448, 4.18600, 0.25946, 1.20160, 1.08610, 0.90388
50.04500, 0.03111, 4.16700, 0.33546, 1.52250, 1.39790, 0.91816
50.04200, 0.03686, 4.15100, 0.40209, 1.80340, 1.66920, 0.92559
50.03700, 0.04534, 4.13000, 0.50104, 2.21680, 2.06940, 0.93351
50.03300, 0.05135, 4.11800, 0.57156, 2.51000, 2.35340, 0.93761
50.02800, 0.05926, 4.10200, 0.66440, 2.89550, 2.72500, 0.94112
50.02200, 0.07008, 4.08400, 0.79190, 3.42350, 3.23400, 0.94465
50.01300, 0.08603, 4.06100, 0.98030, 4.20090, 3.98100, 0.94765
50.00600, 0.09727, 4.04600, 1.11320, 4.74830, 4.50400, 0.94855
49.99700, 0.11192, 4.02800, 1.28660, 5.46180, 5.18200, 0.94877
