Vin, Iin, Vout, Iout, Pin, Pout, Efficiency
90.09000, 0.03627, 12.10800, inf, 3.22460, inf, 1.00000
90.08000, 0.04015, 12.09700, 0.26571, 3.56870, 3.21430, 0.90069
90.08000, 0.04498, 12.08400, 0.30107, 3.99640, 3.63800, 0.91032
90.08000, 0.05066, 12.06700, 0.34263, 4.49950, 4.13460, 0.91890
90.07000, 0.05851, 12.04600, 0.40020, 5.19560, 4.82080, 0.92786
90.07000, 0.06927, 12.02000, 0.47945, 6.14900, 5.76280, 0.93719
90.06000, 0.08504, 11.98000, 0.59595, 7.54600, 7.13970, 0.94616
90.04000, 0.11121, 11.91700, 0.78940, 9.86200, 9.40800, 0.95396
90.03000, 0.13695, 11.86400, 0.98060, 12.14200, 11.63400, 0.95816
90.01000, 0.16248, 11.82000, 1.17040, 14.40000, 13.83400, 0.96069
89.99000, 0.20032, 11.76500, 1.45210, 17.74600, 17.08400, 0.96270
89.97000, 0.22728, 11.73000, 1.65280, 20.12800, 19.38800, 0.96324
90.08000, 0.26352, 11.70500, 1.92000, 23.33600, 22.47200, 0.96298
90.08000, 0.31238, 11.65100, 2.28370, 27.65700, 26.60800, 0.96207
90.07000, 0.34425, 11.61900, 2.52110, 30.47600, 29.29100, 0.96112
90.07000, 0.38415, 11.57700, 2.81880, 34.00300, 32.63300, 0.95971
90.06000, 0.43461, 11.52800, 3.19470, 38.46300, 36.82800, 0.95749
90.06000, 0.50029, 11.46600, 3.68490, 44.26700, 42.25000, 0.95444
90.05000, 0.54151, 11.42700, 3.99260, 47.90700, 45.62400, 0.95235
90.05000, 0.59037, 11.38200, 4.35750, 52.22200, 49.59700, 0.94973
