Vin, Iin, Vout, Iout, Pin, Pout, Efficiency
90.09000, 0.03613, nan, nan, 3.17040, nan, nan
90.09000, 0.04010, 12.09500, 0.26551, 3.51550, 3.21120, 0.91344
90.08000, 0.04506, 12.08300, 0.30090, 3.94570, 3.63590, 0.92148
90.08000, 0.05090, 12.07000, 0.34259, 4.45250, 4.13490, 0.92867
90.08000, 0.05894, 12.05100, 0.40022, 5.15120, 4.82300, 0.93629
90.07000, 0.07000, 12.02800, 0.47973, 6.11200, 5.77000, 0.94404
90.06000, 0.08624, 11.99500, 0.59663, 7.52000, 7.15680, 0.95170
90.04000, 0.11318, 11.94300, 0.79100, 9.85600, 9.44700, 0.95850
90.03000, 0.13971, 11.89500, 0.98310, 12.15700, 11.69300, 0.96183
90.01000, 0.16602, 11.85400, 1.17360, 14.43600, 13.91200, 0.96370
89.99000, 0.20501, 11.80000, 1.45630, 17.81100, 17.18500, 0.96485
89.97000, 0.23276, 11.76500, 1.65770, 20.21200, 19.50200, 0.96487
90.08000, 0.27050, 11.74000, 1.92570, 23.44500, 22.60700, 0.96426
90.07000, 0.32091, 11.68700, 2.29040, 27.80200, 26.76800, 0.96281
90.07000, 0.35376, 11.65200, 2.52830, 30.64100, 29.46000, 0.96146
90.07000, 0.39494, 11.60900, 2.82670, 34.19700, 32.81600, 0.95962
90.06000, 0.44693, 11.55800, 3.20310, 38.68700, 37.02200, 0.95696
90.05000, 0.51463, 11.49300, 3.69370, 44.53200, 42.45200, 0.95329
90.05000, 0.55713, 11.45300, 4.00160, 48.20000, 45.83100, 0.95085
90.05000, 0.60748, 11.40500, 4.36640, 52.54400, 49.80000, 0.94778
