Vin, Iin, Vout, Iout, Pin, Pout, Efficiency
90.09000, 0.03714, 12.13200, inf, 3.33010, inf, 1.00000
90.08000, 0.04097, 12.12000, 0.26613, 3.67260, 3.22530, 0.87821
90.08000, 0.04574, 12.10400, 0.30146, 4.10040, 3.64870, 0.88984
90.08000, 0.05138, 12.08600, 0.34317, 4.60440, 4.14760, 0.90079
90.07000, 0.05914, 12.06300, 0.40080, 5.29830, 4.83490, 0.91254
90.07000, 0.06978, 12.03400, 0.48012, 6.25000, 5.77780, 0.92445
90.06000, 0.08535, 11.99300, 0.59663, 7.64300, 7.15530, 0.93619
90.04000, 0.11111, 11.92400, 0.78990, 9.94600, 9.41800, 0.94691
90.03000, 0.13642, 11.86000, 0.98030, 12.20700, 11.62600, 0.95240
90.01000, 0.16147, 11.80800, 1.16910, 14.44400, 13.80400, 0.95569
89.99000, 0.19863, 11.74400, 1.44950, 17.76100, 17.02400, 0.95850
89.97000, 0.22507, 11.70500, 1.64920, 20.12000, 19.30400, 0.95944
89.95000, 0.25986, 11.65800, 1.91220, 23.22200, 22.29200, 0.95995
90.08000, 0.30868, 11.61900, 2.27720, 27.57800, 26.45900, 0.95942
90.07000, 0.33998, 11.58500, 2.51370, 30.37100, 29.12000, 0.95881
90.07000, 0.37918, 11.54200, 2.81030, 33.87000, 32.43500, 0.95763
90.06000, 0.42867, 11.49100, 3.18460, 38.28500, 36.59400, 0.95583
90.06000, 0.49321, 11.42900, 3.67330, 44.04300, 41.98100, 0.95318
90.05000, 0.53370, 11.39100, 3.98000, 47.65300, 45.33300, 0.95131
90.04000, 0.58172, 11.34600, 4.34380, 51.93500, 49.28400, 0.94896
