Vin, Iin, Vout, Iout, Pin, Pout, Efficiency
130.14000, 0.02786, 12.07200, inf, 3.41770, inf, 1.00000
130.14000, 0.03071, 12.06300, 0.26532, 3.76250, 3.20020, 0.85055
130.14000, 0.03426, 12.05000, 0.30055, 4.19200, 3.62140, 0.86388
130.14000, 0.03844, 12.03500, 0.34199, 4.69810, 4.11560, 0.87601
130.13000, 0.04423, 12.01400, 0.39941, 5.39880, 4.79850, 0.88881
130.13000, 0.05220, 11.98500, 0.47839, 6.36200, 5.73360, 0.90123
130.12000, 0.06390, 11.94300, 0.59435, 7.77500, 7.09830, 0.91296
130.11000, 0.08324, 11.88000, 0.78720, 10.11500, 9.35200, 0.92457
130.09000, 0.12100, 11.78800, 1.16760, 14.67200, 13.76400, 0.93811
130.08000, 0.13351, 11.76500, 1.29530, 16.18500, 15.24000, 0.94161
130.07000, 0.14865, 11.73900, 1.44930, 18.01200, 17.01300, 0.94454
130.06000, 0.16839, 11.70700, 1.65020, 20.39300, 19.31900, 0.94733
130.05000, 0.19434, 11.66800, 1.91450, 23.52100, 22.33800, 0.94970
130.03000, 0.22996, 11.61800, 2.27780, 27.81500, 26.46300, 0.95139
130.13000, 0.28449, 11.56200, 2.81610, 34.22100, 32.56100, 0.95149
130.13000, 0.32158, 11.51600, 3.19240, 38.66700, 36.76400, 0.95078
130.12000, 0.37004, 11.45900, 3.68380, 44.47400, 42.21200, 0.94914
130.11000, 0.43662, 11.38300, 4.35920, 52.45200, 49.62000, 0.94601
