Vin, Iin, Vout, Iout, Pin, Pout, Efficiency
90.09000, 0.03777, 12.11300, inf, 3.12450, inf, 1.00000
90.09000, 0.04205, 12.10500, 0.26583, 3.46970, 3.21780, 0.92740
90.09000, 0.04738, 12.09400, 0.30122, 3.90010, 3.64280, 0.93403
90.08000, 0.05371, 12.08100, 0.34299, 4.41150, 4.14350, 0.93925
90.08000, 0.06243, 12.06300, 0.40074, 5.11380, 4.83410, 0.94530
90.07000, 0.07438, 12.03900, 0.48031, 6.08000, 5.78250, 0.95107
90.06000, 0.09198, 12.00600, 0.59723, 7.49800, 7.17010, 0.95627
90.05000, 0.12115, 11.95600, 0.79200, 9.84800, 9.47000, 0.96162
90.03000, 0.14990, 11.91400, 0.98480, 12.16600, 11.73200, 0.96433
90.02000, 0.17840, 11.87500, 1.17600, 14.45700, 13.96500, 0.96597
