Vin, Iin, Vout, Iout, Pin, Pout, Efficiency
90.08000, 0.04112, 12.38800, inf, 3.60560, inf, 1.00000
90.08000, 0.04519, 12.38300, 0.27221, 3.96660, 3.37010, 0.84962
90.08000, 0.05028, 12.37800, 0.30859, 4.41750, 3.81910, 0.86454
90.08000, 0.05632, 12.37000, 0.35148, 4.94920, 4.34750, 0.87842
90.07000, 0.06470, 12.36000, 0.41092, 5.68530, 5.07840, 0.89325
90.07000, 0.07627, 12.34600, 0.49284, 6.69900, 6.08400, 0.90820
90.06000, 0.09335, 12.32400, 0.61342, 8.19000, 7.55970, 0.92304
90.04000, 0.12184, 12.28800, 0.81440, 10.67200, 10.00700, 0.93769
90.02000, 0.14999, 12.25300, 1.01310, 13.12200, 12.41400, 0.94604
90.01000, 0.17794, 12.21900, 1.21020, 15.55100, 14.78800, 0.95094
89.98000, 0.21939, 12.17000, 1.50250, 19.14900, 18.28500, 0.95488
89.96000, 0.24890, 12.13500, 1.71040, 21.70700, 20.75600, 0.95619
90.08000, 0.28887, 12.10900, 1.98680, 25.15000, 24.06000, 0.95666
90.07000, 0.34230, 12.05100, 2.36240, 29.77800, 28.47000, 0.95607
90.07000, 0.37732, 12.01900, 2.60850, 32.80600, 31.35100, 0.95565
90.07000, 0.42134, 11.98200, 2.91800, 36.61100, 34.96400, 0.95501
90.06000, 0.47693, 11.93900, 3.30910, 41.41400, 39.50600, 0.95393
90.05000, 0.54947, 11.88500, 3.82010, 47.68000, 45.40300, 0.95224
90.05000, 0.59513, 11.85300, 4.14140, 51.62100, 49.08600, 0.95089
90.04000, 0.64933, 11.81400, 4.52280, 56.29900, 53.43000, 0.94904
