Vin, Iin, Vout, Iout, Pin, Pout, Efficiency
50.05300, 0.01974, 4.83700, 0.08646, 0.95840, 0.41820, 0.43635
50.05300, 0.02072, 4.83600, 0.09664, 1.00670, 0.46730, 0.46419
50.05200, 0.02206, 4.83500, 0.11056, 1.07280, 0.53450, 0.49823
50.05100, 0.02363, 4.83400, 0.12691, 1.15040, 0.61340, 0.53321
50.04900, 0.02579, 4.83100, 0.14946, 1.25700, 0.72210, 0.57446
50.04800, 0.02884, 4.82900, 0.18044, 1.40320, 0.87130, 0.62094
50.04500, 0.03320, 4.82400, 0.22582, 1.61720, 1.08930, 0.67357
50.04000, 0.04135, 4.81600, 0.31082, 2.01700, 1.49680, 0.74209
50.03600, 0.04886, 4.80700, 0.38918, 2.38460, 1.87080, 0.78453
50.03100, 0.05630, 4.79800, 0.46699, 2.74850, 2.24060, 0.81521
50.02500, 0.06733, 4.78500, 0.58251, 3.28710, 2.78730, 0.84795
50.02000, 0.07517, 4.77400, 0.66490, 3.66930, 3.17400, 0.86502
50.01400, 0.08542, 4.76000, 0.77290, 4.16860, 3.67900, 0.88255
50.00600, 0.09933, 4.73800, 0.92090, 4.84610, 4.36300, 0.90031
50.00000, 0.10829, 4.72200, 1.01690, 5.28210, 4.80200, 0.90911
49.99400, 0.11936, 4.70000, 1.13650, 5.82070, 5.34200, 0.91776
