Vin, Iin, Vout, Iout, Pin, Pout, Efficiency
50.05600, 0.01541, 5.28500, 0.09549, 0.76910, 0.50460, 0.65609
50.05600, 0.01653, 5.28100, 0.10650, 0.82500, 0.56240, 0.68170
50.05500, 0.01805, 5.27500, 0.12161, 0.90140, 0.64140, 0.71156
50.05300, 0.01982, 5.26700, 0.13930, 0.99060, 0.73360, 0.74056
50.05200, 0.02226, 5.25500, 0.16360, 1.11250, 0.85970, 0.77276
50.05000, 0.02558, 5.23900, 0.19683, 1.27840, 1.03120, 0.80663
50.04600, 0.03033, 5.21200, 0.24490, 1.51490, 1.27630, 0.84250
50.04100, 0.03889, 5.15600, 0.33362, 1.94320, 1.72020, 0.88524
50.03700, 0.04620, 5.08900, 0.41253, 2.30810, 2.09930, 0.90954
50.03300, 0.05251, 4.99600, 0.48649, 2.62340, 2.43030, 0.92639
50.02900, 0.05982, 4.80300, 0.58459, 2.98840, 2.80780, 0.93957
50.02700, 0.06206, 4.58100, 0.63722, 3.10000, 2.91930, 0.94171
50.02500, 0.06481, 4.32100, 0.70030, 3.23740, 3.02600, 0.93470
