Vin, Iin, Vout, Iout, Pin, Pout, Efficiency
90.09000, 0.03778, 12.68500, inf, 3.39910, inf, 1.00000
90.09000, 0.04157, 12.60600, 0.27749, 3.73950, 3.49810, 0.93545
90.09000, 0.04632, 12.52200, 0.31250, 4.16730, 3.91320, 0.93903
90.08000, 0.05198, 12.44000, 0.35379, 4.67640, 4.40130, 0.94117
90.08000, 0.05983, 12.34800, 0.41071, 5.38270, 5.07140, 0.94217
90.07000, 0.07067, 12.24500, 0.48902, 6.35700, 5.98810, 0.94197
90.06000, 0.08661, 12.13300, 0.60410, 7.79100, 7.32930, 0.94074
90.04000, 0.11318, 12.00900, 0.79630, 10.17800, 9.56300, 0.93958
90.03000, 0.13937, 11.93600, 0.98750, 12.53000, 11.78700, 0.94070
90.01000, 0.16515, 11.88800, 1.17810, 14.84500, 14.00400, 0.94335
89.99000, 0.20329, 11.83200, 1.46160, 18.26800, 17.29500, 0.94674
89.97000, 0.23036, 11.80200, 1.66440, 20.69600, 19.64400, 0.94917
90.09000, 0.26649, 11.78300, 1.93440, 23.96300, 22.79400, 0.95122
90.08000, 0.31538, 11.74000, 2.30250, 28.35700, 27.03000, 0.95320
90.08000, 0.34731, 11.71300, 2.54300, 31.22600, 29.78700, 0.95392
90.07000, 0.38737, 11.68100, 2.84560, 34.82500, 33.23800, 0.95443
90.07000, 0.43801, 11.64200, 3.22800, 39.37400, 37.58000, 0.95444
90.06000, 0.50414, 11.59400, 3.72780, 45.31400, 43.22200, 0.95383
90.06000, 0.54571, 11.56500, 4.04230, 49.04900, 46.74900, 0.95311
90.05000, 0.59508, 11.53100, 4.41580, 53.48100, 50.91600, 0.95204
