Vin, Iin, Vout, Iout, Pin, Pout, Efficiency
50.05600, 0.01372, 4.29700, 0.07519, 0.67330, 0.32310, 0.47988
50.05600, 0.01451, 4.29600, 0.08427, 0.71240, 0.36200, 0.50814
50.05500, 0.01559, 4.29500, 0.09668, 0.76580, 0.41530, 0.54231
50.05500, 0.01685, 4.29400, 0.11116, 0.82810, 0.47730, 0.57638
50.05400, 0.01859, 4.29200, 0.13124, 0.91430, 0.56330, 0.61610
50.05200, 0.02099, 4.28900, 0.15875, 1.03240, 0.68090, 0.65953
50.05000, 0.02450, 4.28600, 0.19903, 1.20560, 0.85300, 0.70753
50.04600, 0.03113, 4.27900, 0.27461, 1.52870, 1.17490, 0.76856
50.04200, 0.03720, 4.27200, 0.34424, 1.82650, 1.47060, 0.80515
50.03800, 0.04323, 4.26500, 0.41349, 2.12200, 1.76370, 0.83115
50.03300, 0.05219, 4.25500, 0.51646, 2.56080, 2.19760, 0.85817
50.02900, 0.05856, 4.24700, 0.58986, 2.87250, 2.50530, 0.87217
50.02400, 0.06692, 4.23700, 0.68650, 3.28190, 2.90900, 0.88638
50.01700, 0.07838, 4.22300, 0.81920, 3.84260, 3.46000, 0.90043
50.01300, 0.08584, 4.21400, 0.90580, 4.20760, 3.81700, 0.90717
50.00700, 0.09520, 4.20200, 1.01460, 4.66570, 4.26400, 0.91390
50.00000, 0.10705, 4.18700, 1.15210, 5.24480, 4.82400, 0.91977
49.99000, 0.12250, 4.16800, 1.33120, 6.00010, 5.54800, 0.92465
