Vin, Iin, Vout, Iout, Pin, Pout, Efficiency
130.12000, 0.06571, 13.73000, 0.27121, 6.95600, 3.71950, 0.53472
130.12000, 0.06880, 13.72700, 0.30368, 7.39700, 4.16400, 0.56293
130.12000, 0.07273, 13.72300, 0.34402, 7.94700, 4.71690, 0.59354
130.11000, 0.07742, 13.71700, 0.39156, 8.59500, 5.36740, 0.62448
130.11000, 0.08407, 13.70900, 0.45748, 9.49200, 6.26840, 0.66039
130.11000, 0.09344, 13.69700, 0.54850, 10.72900, 7.51050, 0.70002
130.10000, 0.10752, 13.67900, 0.68250, 12.54800, 9.33400, 0.74386
130.08000, 0.13147, 13.64900, 0.90630, 15.57800, 12.36800, 0.79394
130.07000, 0.15559, 13.61800, 1.12760, 18.57100, 15.35500, 0.82683
130.06000, 0.17969, 13.58500, 1.34710, 21.53000, 18.30000, 0.84998
130.03000, 0.21551, 13.53500, 1.67270, 25.89800, 22.63800, 0.87412
130.02000, 0.24101, 13.49700, 1.90410, 28.99000, 25.69900, 0.88648
130.13000, 0.27669, 13.46300, 2.21050, 33.12100, 29.75900, 0.89849
