Vin, Iin, Vout, Iout, Pin, Pout, Efficiency
130.13000, 0.04396, 14.63600, inf, 5.67220, inf, 1.00000
130.12000, 0.04772, 14.62200, 0.32398, 6.16260, 4.73740, 0.76873
130.12000, 0.05241, 14.60500, 0.36674, 6.77390, 5.35630, 0.79073
130.12000, 0.05792, 14.58500, 0.41696, 7.49100, 6.08120, 0.81180
130.12000, 0.06551, 14.55600, 0.48641, 8.47900, 7.08040, 0.83505
130.11000, 0.07591, 14.51600, 0.58185, 9.83000, 8.44600, 0.85921
130.10000, 0.09102, 14.45100, 0.72160, 11.79200, 10.42800, 0.88433
130.08000, 0.11549, 14.32500, 0.95160, 14.96800, 13.63200, 0.91074
130.07000, 0.13834, 14.16200, 1.17320, 17.93100, 16.61500, 0.92661
130.06000, 0.15858, 13.93100, 1.38170, 20.55500, 19.24800, 0.93641
130.05000, 0.17763, 13.25600, 1.63770, 23.02200, 21.71000, 0.94301
130.05000, 0.17890, 12.43100, 1.75260, 23.18800, 21.78700, 0.93958
130.04000, 0.19372, 11.93800, 1.95920, 25.11100, 23.38800, 0.93138
130.02000, 0.22406, 11.70200, 2.29520, 29.04000, 26.85800, 0.92486
130.01000, 0.24554, 11.64100, 2.52790, 31.82100, 29.42800, 0.92480
130.13000, 0.27328, 11.60200, 2.82710, 35.42100, 32.80000, 0.92600
130.12000, 0.30791, 11.56200, 3.20670, 39.90700, 37.07500, 0.92904
130.12000, 0.35308, 11.51500, 3.70330, 45.75800, 42.64300, 0.93192
