Vin, Iin, Vout, Iout, Pin, Pout, Efficiency
24.01200, 0.30717, 11.96900, 0.59921, 7.37500, 7.17200, 0.97247
23.98900, 0.59687, 11.91400, 1.18560, 14.31700, 14.12400, 0.98652
23.98300, 0.66160, 11.90100, 1.31650, 15.86600, 15.66800, 0.98752
23.97700, 0.73980, 11.88800, 1.47470, 17.73800, 17.53100, 0.98833
23.96900, 0.84220, 11.87100, 1.68150, 20.18300, 19.96100, 0.98900
