Vin, Iin, Vout, Iout, Pin, Pout, Efficiency
48.02300, 0.62265, 23.99400, 1.21240, 29.89000, 29.09000, 0.97324
47.97500, 1.21280, 23.94500, 2.39400, 58.16300, 57.32300, 0.98556
47.96400, 1.34500, 23.93300, 2.65860, 64.49000, 63.63000, 0.98666
47.95000, 1.50460, 23.91900, 2.97850, 72.12000, 71.24000, 0.98780
47.93300, 1.71350, 23.90100, 3.39680, 82.10000, 81.19000, 0.98892
