Vin, Iin, Vout, Iout, Pin, Pout, Efficiency
90.09000, 0.03602, 12.10100, inf, 3.16930, inf, 1.00000
90.09000, 0.03997, 12.09200, 0.26547, 3.51330, 3.21000, 0.91367
90.09000, 0.04491, 12.08000, 0.30087, 3.94420, 3.63450, 0.92148
90.08000, 0.05070, 12.06600, 0.34248, 4.44930, 4.13250, 0.92880
90.08000, 0.05872, 12.04800, 0.40017, 5.14830, 4.82100, 0.93643
90.07000, 0.06974, 12.02400, 0.47966, 6.10900, 5.76760, 0.94412
90.06000, 0.08591, 11.99200, 0.59656, 7.51800, 7.15390, 0.95157
90.04000, 0.11273, 11.93900, 0.79090, 9.85200, 9.44200, 0.95838
90.03000, 0.13915, 11.89100, 0.98290, 12.15200, 11.68800, 0.96182
90.02000, 0.16534, 11.85100, 1.17350, 14.43000, 13.90700, 0.96376
89.99000, 0.20415, 11.79600, 1.45620, 17.80400, 17.17700, 0.96478
89.97000, 0.23178, 11.76100, 1.65750, 20.20300, 19.49400, 0.96491
90.08000, 0.26922, 11.73600, 1.92550, 23.43400, 22.59700, 0.96428
90.08000, 0.31940, 11.68300, 2.29010, 27.79000, 26.75600, 0.96279
90.07000, 0.39309, 11.60600, 2.82650, 34.18600, 32.80400, 0.95957
90.06000, 0.44482, 11.55500, 3.20300, 38.67400, 37.00900, 0.95695
90.06000, 0.51220, 11.49000, 3.69350, 44.51900, 42.43900, 0.95328
