Vin, Iin, Vout, Iout, Pin, Pout, Efficiency
90.09000, 0.03643, 12.10100, inf, 3.17200, inf, 1.00000
90.09000, 0.04041, 12.09200, 0.26551, 3.51630, 3.21050, 0.91303
90.09000, 0.04537, 12.08100, 0.30086, 3.94650, 3.63450, 0.92094
90.08000, 0.05122, 12.06700, 0.34252, 4.45260, 4.13310, 0.92824
90.08000, 0.05931, 12.04800, 0.40024, 5.15260, 4.82210, 0.93586
90.07000, 0.07039, 12.02500, 0.47966, 6.11300, 5.76780, 0.94353
90.06000, 0.08667, 11.99200, 0.59646, 7.52200, 7.15280, 0.95092
90.05000, 0.11369, 11.93900, 0.79090, 9.85900, 9.44300, 0.95781
90.03000, 0.14028, 11.89200, 0.98290, 12.16100, 11.68900, 0.96119
90.02000, 0.16666, 11.85100, 1.17360, 14.44100, 13.90800, 0.96309
89.99000, 0.20574, 11.79700, 1.45630, 17.81700, 17.17900, 0.96419
89.97000, 0.23357, 11.76200, 1.65770, 20.22000, 19.49800, 0.96429
90.09000, 0.27147, 11.73800, 1.92580, 23.45700, 22.60500, 0.96368
90.08000, 0.32201, 11.68600, 2.29070, 27.81700, 26.76800, 0.96229
90.07000, 0.39629, 11.60900, 2.82740, 34.22200, 32.82300, 0.95912
90.07000, 0.44842, 11.55900, 3.20410, 38.71500, 37.03500, 0.95661
90.06000, 0.51635, 11.49500, 3.69520, 44.56900, 42.47600, 0.95304
