Vin, Iin, Vout, Iout, Pin, Pout, Efficiency
50.05800, 0.03306, 8.29400, inf, 1.65380, inf, 1.00000
50.05600, 0.03595, 8.28900, 0.17494, 1.79850, 1.45010, 0.80628
50.05400, 0.03988, 8.28300, 0.19870, 1.99520, 1.64580, 0.82488
50.05100, 0.04448, 8.27600, 0.22661, 2.22540, 1.87530, 0.84268
50.04700, 0.05158, 8.26600, 0.26974, 2.58020, 2.22970, 0.86416
50.04200, 0.06061, 8.25300, 0.32449, 3.03170, 2.67810, 0.88337
50.03500, 0.07388, 8.23700, 0.40513, 3.69460, 3.33710, 0.90324
50.02200, 0.09596, 8.21200, 0.53970, 4.79740, 4.43180, 0.92379
50.00900, 0.11778, 8.18700, 0.67270, 5.88670, 5.50700, 0.93550
49.99600, 0.13939, 8.16400, 0.80470, 6.96500, 6.56900, 0.94314
49.97800, 0.17146, 8.13100, 1.00080, 8.56400, 8.13700, 0.95014
49.96500, 0.19430, 8.10800, 1.14050, 9.70300, 9.24800, 0.95311
49.94700, 0.22431, 8.08200, 1.32490, 11.19700, 10.70700, 0.95624
50.05800, 0.26648, 8.07300, 1.58300, 13.33000, 12.78000, 0.95874
50.05500, 0.29366, 8.05800, 1.75030, 14.68900, 14.10300, 0.96011
50.05300, 0.32792, 8.03900, 1.96090, 16.40200, 15.76300, 0.96104
