Vin, Iin, Vout, Iout, Pin, Pout, Efficiency
50.05900, 0.03156, 8.31500, inf, 1.57790, inf, 1.00000
50.05700, 0.03446, 8.31100, 0.17550, 1.72280, 1.45860, 0.84664
50.05500, 0.03843, 8.30600, 0.19933, 1.92100, 1.65560, 0.86184
50.05300, 0.04309, 8.29900, 0.22730, 2.15380, 1.88640, 0.87585
50.04800, 0.05029, 8.29100, 0.27067, 2.51300, 2.24400, 0.89296
50.04300, 0.05940, 8.28000, 0.32563, 2.96810, 2.69620, 0.90839
50.03500, 0.07282, 8.26600, 0.40662, 3.63770, 3.36100, 0.92394
50.02200, 0.09522, 8.24400, 0.54195, 4.75530, 4.46780, 0.93954
50.00900, 0.11736, 8.22400, 0.67590, 5.85890, 5.55800, 0.94864
49.99600, 0.13934, 8.20400, 0.80890, 6.95500, 6.63700, 0.95428
49.97800, 0.17198, 8.17500, 1.00650, 8.58000, 8.22900, 0.95909
49.96500, 0.19522, 8.15600, 1.14740, 9.73600, 9.35800, 0.96118
49.94700, 0.22580, 8.13000, 1.33270, 11.25800, 10.83500, 0.96243
50.05700, 0.26861, 8.11800, 1.59180, 13.41800, 12.92200, 0.96303
50.05500, 0.29620, 8.09900, 1.75940, 14.79500, 14.25000, 0.96316
50.05200, 0.33097, 8.07800, 1.97070, 16.53100, 15.92000, 0.96304
