Vin, Iin, Vout, Iout, Pin, Pout, Efficiency
0.40800, 0.00032, 0.00000, 0.00007, 0.00000, 0.00000, 0.00000
0.40700, 0.00031, 0.00000, 0.00007, 0.00000, 0.00000, 0.00000
0.40500, 0.00031, 0.00000, 0.00008, 0.00000, 0.00000, 0.00000
0.40400, 0.00031, 0.00000, 0.00008, 0.00000, 0.00000, 0.00000
0.40400, 0.00031, 0.00000, 0.00008, 0.00000, 0.00000, 0.00000
0.40300, 0.00030, 0.00000, 0.00008, 0.00000, 0.00000, 0.00000
0.40100, 0.00030, 0.00000, 0.00007, 0.00000, 0.00000, 0.00000
0.40000, 0.00031, 0.00000, 0.00008, 0.00000, 0.00000, 0.00000
0.39900, 0.00030, 0.00000, 0.00008, 0.00000, 0.00000, 0.00000
0.39800, 0.00030, 0.00000, 0.00008, 0.00000, 0.00000, 0.00000
0.39600, 0.00030, 0.00000, 0.00008, 0.00000, 0.00000, 0.00000
0.39500, 0.00030, 0.00000, 0.00008, 0.00000, 0.00000, 0.00000
0.39400, 0.00030, 0.00000, 0.00008, 0.00000, 0.00000, 0.00000
